time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
21.03.05 10:00,2.072448,2.077084,2.098857,2.142966,2.22803,2.380412,2.644548,3.083122,3.78875,4.812462,6.072189,7.056281,7.067824,6.072189,4.812462,3.793104,3.087476,2.644548,2.380694,2.229184,2.145884,2.098857,2.077084,2.072448,2.068093,2.072448,2.072448,2.072448,2.072448,2.068093,1.712622,1.728175,1.757594,1.812268,1.914705,2.09401,2.405441,2.94421,3.864907,5.346046,7.505537,9.620686,9.623385,7.505537,5.357084,3.868801,2.948374,2.408502,2.09401,1.915809,1.812268,1.757594,1.728175,1.712622,1.708458,1.704294,1.704294,1.704294,1.704294,1.708458,1.60942,1.642907,1.708315,1.840696,2.101025,2.615072,3.643166,5.699759,9.724723,256.498966,88.051971,7.026638,4.305656,2.948725,2.265635,1.925371,1.751281,1.665349,1.62364,1.599941,1.594894,1.590154,1.590154,1.596457,1.202673,1.235738,1.304068,1.426063,1.656247,2.085154,2.891985,4.411087,7.165599,168.143512,79.877978,5.343694,3.39762,2.349481,1.797501,1.501713,1.343926,1.259064,1.211071,1.190471,1.178269,1.174201,1.174201,1.182336,1.170532,1.238302,1.375536,1.652878,2.20784,3.250854,4.826246,5.721197,4.523212,2.998111,2.067454,1.583693,1.340943,1.220867,1.161675,1.137076,1.131371,1.140228,1.205787,1.339327,1.648282,2.260224,3.07131,3.186753,2.42493,1.742644,1.382958,1.223884,1.162156,1.157704,1.31859,1.609845,2.066777,1.907495,1.459371,1.278536,1.158185
21.03.05 11:00,2.376339,2.33223,2.285203,2.249802,2.241093,2.276494,2.380412,2.571394,2.892421,3.38094,4.07287,4.899552,5.689005,6.028644,5.67464,4.856007,4.023585,3.347258,2.870367,2.558048,2.371703,2.272139,2.241093,2.250084,2.285203,2.333666,2.380412,2.411175,2.423084,2.411175,1.612976,1.592155,1.579393,1.575229,1.596319,1.659322,1.782579,1.99326,2.342439,2.899238,3.761661,4.979609,6.298167,6.88655,6.214884,4.893627,3.702822,2.861221,2.317184,1.977708,1.771461,1.654888,1.596319,1.575229,1.579393,1.59605,1.612976,1.628529,1.632693,1.625739,1.397104,1.396797,1.406584,1.45429,1.561408,1.773724,2.175913,2.931022,4.357487,6.944406,90.482131,74.088699,6.179887,3.918021,2.695007,2.053012,1.708315,1.527922,1.438507,1.401844,1.396797,1.401537,1.406277,1.401844,1.016415,1.02888,1.056273,1.114006,1.226262,1.426063,1.789366,2.459011,3.730517,6.192319,374.510377,196.129437,5.42504,3.337161,2.252417,1.676847,1.364526,1.190734,1.097474,1.048139,1.024813,1.016415,1.012348,1.012348,0.998427,1.03302,1.111062,1.27148,1.58483,2.20784,3.421265,5.418164,6.370159,4.480318,2.797118,1.883897,1.42186,1.187689,1.071902,1.01271,0.990985,0.986696,1.055617,1.144059,1.357136,1.826633,2.694995,3.537534,3.086135,2.105602,1.495129,1.205787,1.078167,1.037808,1.214223,1.455114,2.007015,2.101984,1.54098,1.237276,1.147859
21.03.05 12:00,2.675312,2.631485,2.550494,2.445139,2.340939,2.255593,2.219321,2.249802,2.364148,2.58853,2.939449,3.439549,4.093231,4.812462,5.369825,5.427735,4.986642,4.284214,3.599204,3.053512,2.666603,2.411457,2.271857,2.219321,2.241375,2.31453,2.41873,2.524084,2.613785,2.666603,1.418118,1.401461,1.371772,1.335128,1.301545,1.286262,1.302919,1.364817,1.488345,1.695696,2.019619,2.516476,3.241505,4.181422,4.979609,5.104535,4.432868,3.470217,2.681915,2.130654,1.765923,1.534421,1.392863,1.314308,1.289053,1.29459,1.322906,1.360653,1.394237,1.417848,1.08433,1.076107,1.06158,1.053664,1.071367,1.136776,1.274203,1.529485,1.992343,2.851394,4.433297,6.799138,68.69812,5.333136,3.389448,2.279855,1.685872,1.360135,1.184481,1.090634,1.057147,1.05684,1.067884,1.080847,0.728762,0.728762,0.733093,0.749362,0.785153,0.857814,0.98768,1.215138,1.628854,2.418074,4.004386,168.732335,497.503255,5.067128,2.936174,1.890761,1.356392,1.064672,0.902818,0.809557,0.760486,0.73716,0.729025,0.728762,0.687629,0.696486,0.725374,0.789133,0.914358,1.157386,1.644021,2.639574,4.491688,95.582899,3.57023,2.109489,1.384115,1.029867,0.849462,0.755677,0.709354,0.691918,0.722933,0.752918,0.847281,1.067794,1.538471,2.362022,2.820811,2.093426,1.361588,0.983805,0.811374,0.739273,0.843451,0.956626,1.327693,1.645052,1.255778,0.925971,0.82895
21.03.05 13:00,2.462557,2.50203,2.493321,2.440785,2.351084,2.24573,2.145884,2.07273,2.051829,2.102057,2.238175,2.484612,2.861658,3.39544,4.076942,4.768917,5.207188,5.117276,4.54837,3.836931,3.200385,2.719139,2.389403,2.181002,2.076802,2.051829,2.094502,2.176648,2.280848,2.384766,1.29459,1.310143,1.305979,1.285992,1.252409,1.214661,1.186616,1.178018,1.202169,1.2735,1.405625,1.625739,1.973543,2.505088,3.275358,4.224168,4.893627,4.72706,3.89876,2.990286,2.301631,1.840314,1.542749,1.355115,1.244081,1.189676,1.178018,1.19384,1.227424,1.265171,0.986692,0.994608,0.986692,0.972472,0.962685,0.967425,1.005651,1.100113,1.288423,1.62838,2.260588,3.455163,5.570128,7.456296,5.892425,3.681392,2.378749,1.689356,1.321909,1.119073,1.013875,0.967733,0.962685,0.972165,0.663158,0.663158,0.663158,0.664236,0.672634,0.69596,0.745295,0.838555,1.004213,1.304068,1.859301,2.964909,60.575048,632.339658,76.483479,3.182627,1.967489,1.35747,1.035937,0.854825,0.753693,0.700027,0.672634,0.664499,0.624148,0.619858,0.628437,0.653036,0.705064,0.816284,1.025856,1.443584,2.297336,3.85075,58.354446,3.151087,1.88276,1.242591,0.926089,0.764256,0.67905,0.640168,0.652301,0.652301,0.691479,0.80247,1.046713,1.547375,2.269128,2.306215,1.591295,1.069263,0.814358,0.695931,0.75729,0.793999,1.033389,1.404456,1.24638,0.892313,0.730287
21.03.05 14:00,2.189711,2.241093,2.272139,2.28492,2.267502,2.229466,2.176648,2.125266,2.084357,2.072448,2.107566,2.211766,2.411175,2.748749,3.273822,4.037469,4.989464,5.898009,6.246368,5.764552,4.80964,3.854632,3.143495,2.662249,2.358639,2.181002,2.094502,2.072448,2.090148,2.133975,1.405625,1.426716,1.443373,1.447537,1.441999,1.422282,1.401461,1.384265,1.376206,1.392863,1.450328,1.562736,1.761759,2.098175,2.649436,3.527681,4.810343,6.270262,6.917154,6.003976,4.516152,3.308942,2.509252,2.011291,1.711249,1.533317,1.434775,1.388699,1.376206,1.385638,1.175001,1.184481,1.189528,1.189221,1.180049,1.175001,1.179741,1.216711,1.306126,1.487776,1.841003,2.519353,3.841262,6.372553,164.673214,103.611768,5.250903,3.250763,2.217622,1.684616,1.406584,1.264416,1.199008,1.175001,0.830157,0.82609,0.82609,0.82609,0.82609,0.834224,0.854825,0.89875,0.98768,1.149534,1.445322,1.993235,3.037306,5.026455,321.9747,156.324422,4.135001,2.57153,1.749508,1.315455,1.077952,0.948085,0.878414,0.845348,0.794559,0.777402,0.777402,0.785981,0.811717,0.871187,0.990985,1.229445,1.69605,2.583257,3.923366,4.403628,3.189969,2.050297,1.413003,1.08477,0.91751,0.833442,0.820279,0.794746,0.806922,0.872814,1.027435,1.360408,1.955433,2.481917,2.16851,1.520662,1.108152,0.90872,0.919918,0.906263,1.074649,1.445716,1.496374,1.123806,0.835834
21.03.05 15:00,1.93892,1.93892,1.94212,1.946475,1.950829,1.947629,1.946475,1.941838,1.93892,1.943275,1.963893,2.008002,2.098857,2.267502,2.566757,3.083122,3.944639,5.250733,6.850099,7.935646,7.497375,5.985099,4.504312,3.434913,2.774876,2.385048,2.163584,2.04312,1.981593,1.950829,1.485285,1.480017,1.479747,1.479747,1.480017,1.480017,1.479747,1.479747,1.483911,1.492509,1.517764,1.571064,1.666277,1.840314,2.155909,2.719933,3.719749,5.42933,8.049579,73.368643,9.409779,6.550717,4.402264,3.117978,2.380187,1.965215,1.733713,1.608812,1.538585,1.502211,1.344352,1.330132,1.325085,1.321909,1.321909,1.325392,1.331389,1.349092,1.387625,1.473556,1.647646,2.001823,2.731669,4.238712,7.374063,304.47593,157.977197,6.464278,3.794813,2.516177,1.898188,1.595201,1.448293,1.377838,0.980887,0.964354,0.95622,0.952152,0.952152,0.95622,0.967344,0.98768,1.027539,1.101541,1.24794,1.526117,2.049626,3.037306,4.779781,76.076512,6.520339,4.289068,2.757788,1.900238,1.445585,1.207003,1.080941,1.016415,0.943524,0.914358,0.90149,0.90149,0.913221,0.939235,0.995553,1.115351,1.358101,1.832146,2.657009,3.617691,3.668582,2.737926,1.883897,1.384115,1.128219,1.004131,0.952351,0.90872,0.904268,0.93127,1.010807,1.19361,1.565761,2.074148,2.204417,1.763725,1.312325,1.063342,1.014887,0.969075,1.056442,1.319797,1.485769,1.223621,0.849825
21.03.05 16:00,1.717456,1.708747,1.708747,1.713102,1.717456,1.720657,1.720657,1.717456,1.713102,1.708747,1.708747,1.722093,1.757211,1.833566,1.976956,2.24253,2.731048,3.606759,5.117276,7.407463,9.665646,9.227375,6.731007,4.63546,3.325204,2.571394,2.154875,1.928775,1.808311,1.746784,1.405355,1.392863,1.388699,1.388699,1.389803,1.392863,1.392863,1.389803,1.388699,1.388699,1.392863,1.40979,1.450328,1.526092,1.66765,1.932736,2.422368,3.328659,5.007514,8.080182,173.505649,104.54707,7.083721,4.446605,3.031094,2.263884,1.845852,1.621574,1.500837,1.437835,1.321909,1.29821,1.293163,1.288423,1.288423,1.288423,1.288423,1.293163,1.307382,1.339612,1.411324,1.562971,1.877665,2.524093,3.847566,6.46735,90.055545,53.050223,5.187869,3.186611,2.199919,1.718102,1.486519,1.373098,0.984955,0.963013,0.952152,0.947822,0.946743,0.946743,0.948085,0.954878,0.968685,1.000146,1.061682,1.178269,1.397329,1.801568,2.507004,3.560552,4.492434,4.205086,3.094776,2.174083,1.607176,1.291866,1.121877,1.031606,0.952103,0.918647,0.904642,0.900075,0.90149,0.910069,0.934668,0.982685,1.089337,1.294619,1.668898,2.203273,2.604981,2.430002,1.892475,1.436143,1.165686,1.021289,0.949079,0.904268,0.890911,0.896544,0.93127,1.015259,1.196594,1.481484,1.694561,1.568745,1.271678,1.055617,0.975128,0.92447,0.961178,1.102254,1.24638,1.132909,0.771125
21.03.05 17:00,1.157265,1.139565,1.139847,1.15291,1.165974,1.17932,1.183674,1.183674,1.174965,1.161619,1.148556,1.139565,1.141001,1.165974,1.226347,1.345047,1.56072,1.941838,2.601875,3.750431,5.721007,40.422981,28.529572,5.073731,3.369031,2.380694,1.812948,1.490484,1.305292,1.205447,1.023967,1.00425,1.000086,1.007041,1.015639,1.023967,1.028131,1.028131,1.023967,1.012579,1.00425,1.000086,1.007311,1.03646,1.095298,1.207707,1.40952,1.754534,2.351037,3.378899,5.104535,42.526291,29.278801,4.557794,3.039422,2.155909,1.641291,1.343457,1.169689,1.074477,0.996172,0.967425,0.962685,0.967425,0.972165,0.976905,0.972472,0.967425,0.962685,0.964249,0.986692,1.048924,1.176565,1.420804,1.869442,2.648558,3.822303,4.713918,4.045662,2.835611,1.9813,1.483036,1.211971,1.066627,0.73716,0.712493,0.704094,0.701369,0.701369,0.704094,0.704094,0.701369,0.701369,0.709503,0.732829,0.778097,0.862959,1.012348,1.250929,1.599041,1.997302,2.219351,2.057761,1.671438,1.304331,1.045413,0.883559,0.78922,0.696208,0.666182,0.653036,0.648747,0.648747,0.650162,0.657326,0.674761,0.713643,0.794559,0.934946,1.13995,1.349522,1.41757,1.280336,1.059034,0.875476,0.759967,0.673381,0.637475,0.625299,0.625299,0.634203,0.668929,0.740742,0.863909,0.983805,0.988545,0.874282,0.749646,0.666873,0.630165,0.639268,0.70208,0.780344,0.751237,0.507733
21.03.05 18:00,0.122635,0.119674,0.117033,0.114536,0.112358,0.110588,0.108847,0.107947,0.108383,0.109689,0.111459,0.113229,0.115726,0.117932,0.120865,0.123941,0.127453,0.130993,0.135376,0.140078,0.145652,0.151369,0.157378,0.154881,0.148728,0.143126,0.137873,0.13349,0.129223,0.125711,0.126796,0.123965,0.12105,0.118941,0.116859,0.114887,0.113611,0.112778,0.113194,0.114054,0.11572,0.117691,0.1198,0.122299,0.125131,0.128072,0.131431,0.135206,0.139286,0.143894,0.148418,0.153026,0.156247,0.155135,0.151333,0.146419,0.141812,0.137594,0.13354,0.129875,0.156297,0.152444,0.148652,0.145777,0.143377,0.141955,0.141606,0.142111,0.144007,0.146725,0.150074,0.15374,0.158067,0.162838,0.167957,0.173675,0.178981,0.183596,0.185018,0.182174,0.177055,0.171462,0.166061,0.160942,0.141252,0.138106,0.135232,0.1329,0.131247,0.130026,0.13,0.130433,0.131653,0.133713,0.13618,0.139218,0.142499,0.146185,0.149872,0.153858,0.157545,0.160012,0.160718,0.159198,0.156325,0.152612,0.148652,0.144666,0.153737,0.150278,0.147361,0.145189,0.144043,0.144331,0.145645,0.147818,0.151135,0.155024,0.15894,0.163115,0.166575,0.168633,0.168318,0.165717,0.162257,0.15794,0.16272,0.159101,0.156429,0.155657,0.156874,0.159575,0.163611,0.167974,0.171564,0.1729,0.171119,0.167201,0.168511,0.16496,0.16499,0.168661,0.172637,0.172637,0.127886
21.03.05 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.03.05 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.03.05 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.03.05 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.03.05 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.03.05 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.03.05 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.03.05 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.03.05 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.03.05 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.03.05 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.03.05 06:00,0.011146,0.011059,0.010885,0.010632,0.010356,0.010104,0.009915,0.009811,0.009843,0.009973,0.010194,0.010458,0.010751,0.010972,0.011102,0.011146,0.011044,0.010838,0.010574,0.010269,0.009973,0.009767,0.009666,0.009709,0.009843,0.010092,0.010371,0.010664,0.010928,0.011102,0.011489,0.011444,0.011278,0.011025,0.010773,0.010534,0.010326,0.010251,0.010281,0.010406,0.010617,0.01087,0.011122,0.011361,0.011486,0.011489,0.011403,0.011233,0.010953,0.010689,0.010409,0.010209,0.010115,0.010154,0.010281,0.010492,0.010786,0.011067,0.011319,0.011447,0.014543,0.014448,0.014208,0.013873,0.013538,0.013314,0.013251,0.013361,0.013633,0.013968,0.01429,0.014495,0.014543,0.014401,0.014113,0.013778,0.013409,0.013172,0.013109,0.013219,0.013507,0.013873,0.014211,0.014483,0.013439,0.013371,0.013195,0.012959,0.012753,0.012591,0.01255,0.012631,0.012797,0.013041,0.013247,0.013399,0.013439,0.013331,0.013125,0.012878,0.012645,0.012479,0.012439,0.01252,0.012715,0.012962,0.013206,0.013371,0.014853,0.014779,0.014565,0.014361,0.014259,0.014261,0.014404,0.014607,0.014782,0.014825,0.014736,0.014522,0.014304,0.014173,0.014176,0.014347,0.014565,0.014779,0.015866,0.015776,0.01561,0.015554,0.015643,0.015791,0.015836,0.015732,0.015566,0.015477,0.015596,0.015776,0.016451,0.016405,0.016405,0.016451,0.016359,0.016359,0.012509
22.03.05 07:00,0.270172,0.274555,0.278822,0.282626,0.286166,0.290548,0.295251,0.300969,0.307848,0.303929,0.297892,0.29261,0.287936,0.284104,0.280448,0.276617,0.272234,0.267559,0.262828,0.257982,0.253164,0.248897,0.245385,0.243643,0.244514,0.247155,0.251102,0.255805,0.260651,0.265761,0.282347,0.286565,0.290619,0.294421,0.298196,0.302277,0.306884,0.312214,0.316295,0.314323,0.309272,0.304359,0.299888,0.296087,0.292312,0.288231,0.28404,0.279822,0.274935,0.270301,0.265803,0.262029,0.259087,0.257811,0.258364,0.260473,0.264111,0.268329,0.272937,0.27774,0.353953,0.36002,0.365769,0.370888,0.376289,0.381882,0.386527,0.387001,0.382704,0.377111,0.371836,0.366243,0.360968,0.354932,0.348709,0.342168,0.33607,0.3313,0.328551,0.328425,0.330826,0.335565,0.341315,0.34773,0.323983,0.328402,0.332903,0.336889,0.340602,0.344155,0.346322,0.346621,0.344669,0.341389,0.337429,0.333336,0.329216,0.324416,0.319617,0.31509,0.31059,0.30731,0.305358,0.304977,0.306903,0.310157,0.314277,0.319076,0.355708,0.360911,0.365657,0.369861,0.372891,0.373777,0.372462,0.369432,0.365115,0.360053,0.354964,0.349474,0.344728,0.34167,0.340411,0.341698,0.345472,0.350218,0.378652,0.384351,0.38886,0.391414,0.390641,0.38708,0.382124,0.376279,0.371143,0.368472,0.369216,0.373251,0.392967,0.398338,0.399248,0.394787,0.389266,0.388356,0.299136
22.03.05 08:00,0.736392,0.75381,0.77151,0.793282,0.815337,0.840592,0.867001,0.897483,0.928246,0.948864,0.937237,0.906474,0.876864,0.849301,0.824046,0.797919,0.780219,0.758446,0.741901,0.724483,0.711419,0.698356,0.689364,0.680655,0.676301,0.680373,0.68501,0.694001,0.707065,0.720128,0.782763,0.800794,0.820511,0.841602,0.866587,0.892112,0.921531,0.957904,0.994548,1.03673,1.008414,0.970397,0.932919,0.90323,0.875185,0.84993,0.826049,0.808018,0.788301,0.771375,0.758882,0.74612,0.737791,0.729463,0.726403,0.729463,0.733627,0.741955,0.754448,0.76721,0.989868,1.015438,1.044184,1.080847,1.119073,1.160782,1.208488,1.246714,1.237234,1.194268,1.146562,1.104853,1.066627,1.034397,1.005958,0.981952,0.962685,0.943726,0.933939,0.929199,0.929199,0.935503,0.948466,0.967425,0.910952,0.931552,0.95622,0.983613,1.012348,1.044071,1.072806,1.089339,1.08635,1.064672,1.032948,1.004213,0.972753,0.947822,0.923418,0.903081,0.887627,0.874083,0.865948,0.861881,0.862959,0.86729,0.87815,0.891694,1.007006,1.03302,1.063323,1.093626,1.12393,1.144517,1.144517,1.12393,1.093626,1.063323,1.03302,1.007006,0.986696,0.969538,0.964971,0.964971,0.969538,0.986696,1.078167,1.108441,1.144059,1.16988,1.174333,1.153252,1.121798,1.090343,1.063342,1.049696,1.046713,1.055906,1.128357,1.160809,1.174464,1.151411,1.119254,1.110151,0.867035
22.03.05 09:00,0.975274,0.992974,1.010674,1.032446,1.053347,1.075119,1.100092,1.123583,1.148556,1.170611,1.183674,1.17932,1.161619,1.136647,1.110238,1.088183,1.06321,1.041438,1.022301,1.001683,0.984265,0.966565,0.950301,0.940155,0.928528,0.927092,0.927092,0.932883,0.944792,0.957856,1.053386,1.070043,1.09003,1.110851,1.131942,1.157197,1.185242,1.214661,1.24435,1.277934,1.305709,1.293217,1.261007,1.227424,1.198005,1.169689,1.144704,1.123344,1.099462,1.078641,1.061715,1.044788,1.028131,1.016743,1.008414,1.007041,1.007041,1.012579,1.023967,1.03646,1.350655,1.377838,1.406584,1.44007,1.476732,1.519698,1.566455,1.62364,1.681132,1.646083,1.58667,1.534225,1.491259,1.453033,1.419547,1.387318,1.360135,1.336128,1.317169,1.30295,1.297903,1.302642,1.312122,1.326649,1.254997,1.275597,1.300001,1.327657,1.35747,1.393261,1.429052,1.465922,1.490589,1.478124,1.442596,1.405727,1.369936,1.339859,1.311124,1.283731,1.263131,1.243873,1.227604,1.219205,1.215138,1.215402,1.223536,1.238464,1.396983,1.422997,1.4533,1.490767,1.528512,1.563383,1.583693,1.571962,1.538506,1.499624,1.465031,1.430438,1.404424,1.3827,1.366957,1.36239,1.366679,1.375536,1.507017,1.538471,1.577649,1.613556,1.631653,1.618296,1.58357,1.546195,1.511758,1.489208,1.480304,1.485936,1.58224,1.621998,1.645052,1.6235,1.586791,1.56829,1.217369
22.03.05 10:00,1.526756,1.556366,1.591484,1.634157,1.682338,1.739511,1.802802,1.869838,1.943275,2.016711,2.081439,2.120912,2.120912,2.081157,2.016711,1.94212,1.868684,1.799602,1.738075,1.682338,1.634157,1.591484,1.556083,1.525602,1.503547,1.487283,1.478292,1.478574,1.487283,1.503547,1.695696,1.729279,1.767296,1.816433,1.871107,1.935796,2.010187,2.09401,2.185328,2.284974,2.383247,2.451787,2.450414,2.380187,2.284705,2.185328,2.090116,2.007127,1.935796,1.869733,1.815059,1.767296,1.728175,1.695696,1.670711,1.653784,1.645456,1.646559,1.654888,1.670711,2.198356,2.247932,2.316517,2.398016,2.50165,2.623295,2.769895,2.939245,3.134166,3.729154,3.349353,3.011265,2.832128,2.67574,2.544923,2.436242,2.345263,2.270375,2.214446,2.17148,2.147167,2.134511,2.142427,2.161693,2.060486,2.105754,2.163223,2.235884,2.324814,2.430276,2.556339,2.70166,2.867318,3.330295,3.065109,2.762119,2.611388,2.478269,2.364672,2.268686,2.190616,2.12609,2.077019,2.041228,2.016824,2.008426,2.012493,2.029026,2.32335,2.383956,2.469162,2.580382,2.713327,2.866581,3.015268,3.075875,2.98638,2.834863,2.683023,2.554368,2.45059,2.369673,2.314493,2.281315,2.272459,2.285605,2.549278,2.633267,2.757903,2.908072,3.036583,3.050229,2.938057,2.784905,2.654636,2.561454,2.510388,2.508919,2.732149,2.854723,2.977592,2.940588,2.796463,2.706045,2.151865
